site,date,day,trap,trap.type,indID,species,age,sex,breed,recap,weight,body.lgth,tail.lgth,comments,catnum
HICAMP,2017-06-27,1,J8,S,129373,PEMA,S,M,N,N,19,68,61,NA,NA
HICAMP,2017-06-27,1,J10,S,413422,PEMA,S,F,N,N,13,77,63,NA,NA
HICAMP,2017-06-27,1,J9,L,382277,PEMA,S,F,N,N,11,52,59,NA,NA
HICAMP,2017-06-27,1,C8,L,131357,PEMA,A,F,P,N,13,64,63,NA,NA
HICAMP,2017-06-27,1,J5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped mouse,NA
HICAMP,2017-06-27,1,I10,L,415109,PEMA,S,F,N,N,14,75,59,NA,NA
HICAMP,2017-06-27,1,B9,L,NA,SPRU,A,NA,NA,N,600,NA,NA,escaped,NA
HICAMP,2017-06-28,2,A8,L,458,OTBE,NA,NA,NA,N,630,NA,NA,NA,NA
HICAMP,2017-06-28,2,B9,L,470465,PEMA,A,M,T,N,15,73,65,NA,NA
HICAMP,2017-06-28,2,B1,L,255,OTBE,A,F,P,N,620,NA,NA,NA,NA
HICAMP,2017-06-28,2,J9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
HICAMP,2017-06-28,2,G3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved,NA
HICAMP,2017-06-28,2,G5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,G7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-28,2,G9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-28,2,G10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,flipped,NA
HICAMP,2017-06-28,2,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H4,S,300399,PEBO,A,M,T,Y,20,64,72,NA,NA
HICAMP,2017-06-28,2,A3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,C2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,D10,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,C5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,kicked over,NA
HICAMP,2017-06-28,2,F4,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,kicked over; grass inside,NA
HICAMP,2017-06-28,2,I10,L,415109,PEMA,A,F,N,Y,9,70,58,NA,NA
HICAMP,2017-06-28,2,F6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F10,L,454452,PEMA,A,M,T,N,25,73,61,NA,NA
HICAMP,2017-06-28,2,J7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped over/on side; bait present,NA
HICAMP,2017-06-28,2,I2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved out of place,NA
HICAMP,2017-06-28,2,E6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,treadle too loose,NA
HICAMP,2017-06-28,2,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over and sprung,NA
HICAMP,2017-06-28,2,J2,S,NA,SPRU,NA,NA,NA,N,19,NA,NA,Escaped,NA
HICAMP,2017-06-28,2,J10,S,379293,PEMA,A,M,T,N,15,69,68,NA,NA
HICAMP,2017-06-28,2,H2,L,150352,PEMA,S,F,N,N,19,70,65,NA,NA
HICAMP,2017-06-28,2,D9,L,397,OTBE,A,M,T,N,435,NA,130,NA,NA
HICAMP,2017-06-28,2,J3,L,363,OTBE,A,M,T,N,585,NA,NA,NA,NA
HICAMP,2017-06-29,3,A3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,A4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,A9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped,NA
HICAMP,2017-06-29,3,B2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped,NA
HICAMP,2017-06-29,3,I10,L,454452,PEMA,A,M,T,Y,21,59,60,NA,NA
HICAMP,2017-06-29,3,E8,L,144279,PEMA,S,F,N,N,15,65,55,NA,NA
HICAMP,2017-06-29,3,H1,L,360126,PEMA,A,M,NA,N,20,NA,NA,very brown; dorsal stripe on tail; escaped,NA
HICAMP,2017-06-29,3,B3,L,297,OTBE,A,M,T,N,699,NA,NA,NA,NA
HICAMP,2017-06-29,3,G1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,G2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,G3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,G5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,J10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,I3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,E4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,J4,S,129373,PEMA,S,M,N,Y,16,65,60,NA,NA
HICAMP,2017-06-29,3,F2,S,300399,PEBO,A,M,T,Y,18,80,65,NA,NA
HICAMP,2017-06-29,3,H3,L,111119,PEMA,A,M,T,N,16,74,61,NA,NA
HICAMP,2017-06-29,3,B7,L,108125,PEMA,S,M,N,N,16,70,68,ear 12 mm,NA
HICAMP,2017-06-29,3,C2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-29,3,C8,L,NA,SPRU,NA,NA,NA,Y,15,NA,NA,escaped,NA
HICAMP,2017-06-29,3,D2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-15,1,A3,S,989,PEMA,A,M,T,N,22,81,72,NA,NA
HICORN,2017-08-15,1,A4,L,981,PEMA,A,F,P,N,21,77,64,NA,NA
HICORN,2017-08-15,1,B8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-15,1,B10,S,050,PEMA,A,F,P,N,22,79,64,NA,NA
HICORN,2017-08-15,1,A10,L,982,PEMA,A,M,T,N,18,86,69,NA,NA
HICORN,2017-08-15,1,B6,S,962,PEMA,A,M,T,N,16,78,69,NA,NA
HICORN,2017-08-15,1,B5,L,997,PEMA,A,M,T,N,23,86,84,NA,NA
HICORN,2017-08-15,1,C2,L,NA,SPRU,NA,NA,NA,N,NA,NA,NA,escaped,NA
HICORN,2017-08-15,1,C5,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle not set after prebaiting,NA
HICORN,2017-08-15,1,C6,L,959,PEMA,A,M,T,N,20,84,62,NA,NA
HICORN,2017-08-15,1,C9,S,885,PEMA,A,F,P,N,20,85,74,early pregnancy,NA
HICORN,2017-08-15,1,D7,L,978,PEMA,A,M,T,N,16,79,71,NA,NA
HICORN,2017-08-15,1,D3,L,970,PEMA,A,F,P,N,19,81,63,NA,NA
HICORN,2017-08-15,1,D1,L,878,PEMA,A,F,P,N,19,80,73,NA,NA
HICORN,2017-08-15,1,E1,S,960,PEMA,A,M,T,N,14,NA,74,faked death and escaped,NA
HICORN,2017-08-15,1,E4,L,979,PEMA,A,F,P,N,26,79,70,very pregnant,NA
HICORN,2017-08-15,1,E8,L,967,PEMA,A,F,P,N,19,79,72,beautiful pelage,NA
HICORN,2017-08-15,1,F9,L,953,PEMA,A,M,T,N,18,82,78,NA,NA
HICORN,2017-08-15,1,F4,S,899,PEMA,A,M,T,N,20,83,64,NA,NA
HICORN,2017-08-15,1,F2,S,992,PEMA,A,M,T,N,15,72,68,NA,NA
HICORN,2017-08-15,1,G1,S,884,PEMA,A,M,T,N,14,72,65,NA,NA
HICORN,2017-08-15,1,G7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-15,1,G9,S,895,PEMA,A,M,T,N,20,80,68,very scrotal,NA
HICORN,2017-08-15,1,J2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-15,1,J3,L,381,PEMA,A,NA,NA,N,20,75,70,NA,NA
HICORN,2017-08-15,1,J4,S,331,PEMA,A,F,P,N,11,65,63,NA,NA
HICORN,2017-08-15,1,J5,L,291,PEMA,A,M,T,N,12,90,75,NA,NA
HICORN,2017-08-15,1,J6,S,726,PEMA,A,F,P,N,22,100,80,NA,NA
HICORN,2017-08-15,1,J8,S,749013,PEMA,A,F,P,N,23,75,70,NA,NA
HICORN,2017-08-15,1,J10,S,750269,PEMA,A,F,P,N,15,92,70,NA,NA
HICORN,2017-08-15,1,I3,S,747,PEMA,A,M,T,N,17,80,68,NA,NA
HICORN,2017-08-15,1,I1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-15,1,H1,L,748,PEMA,A,F,N,N,20,82,70,NA,NA
HICORN,2017-08-15,1,H2,S,746,PEMA,A,M,T,N,17,85,70,NA,NA
HICORN,2017-08-15,1,H4,S,730988,PEMA,A,M,T,N,17,80,71,NA,NA
HICORN,2017-08-15,1,H7,L,NA,SPRU,A,M,T,N,16,81,70,escaped,NA
HICORN,2017-08-15,1,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICORN,2017-08-16,2,J2,S,976,PEMA,S,F,N,N,12,72,70,NA,NA
HICORN,2017-08-16,2,J3,L,291,PEMA,A,M,T,Y,20,80,74,bad tag; retagged with same tag,NA
HICORN,2017-08-16,2,J6,S,189,PEMA,A,F,P,N,21,78,67,has had previous litter,NA
HICORN,2017-08-16,2,J8,S,749013,PEMA,A,F,P,Y,22,86,74,worried about left tag so tagged right ear,NA
HICORN,2017-08-16,2,J10,S,750269,PEMA,A,F,P,Y,18,85,72,post-lactacting; worried about left tag so tagged right ear,NA
HICORN,2017-08-16,2,I7,S,958,PEMA,A,M,T,N,15,72,69,very small,NA
HICORN,2017-08-16,2,I5,S,730988,PEMA,A,M,T,Y,17,75,70,worried about left tag so tagged right ear,NA
HICORN,2017-08-16,2,I3,S,986,PEMA,A,F,N,N,16,75,69,NA,NA
HICORN,2017-08-16,2,I1,S,179,PEMA,S,F,N,N,13,72,66,NA,NA
HICORN,2017-08-16,2,H2,S,747,PEMA,A,M,T,Y,17,75,70,NA,NA
HICORN,2017-08-16,2,H3,L,966,PEMA,A,F,P,N,24,82,73,fat,NA
HICORN,2017-08-16,2,H5,L,899,PEMA,A,M,T,Y,19,84,65,NA,NA
HICORN,2017-08-16,2,H8,S,953,PEMA,A,M,T,Y,17,82,76,NA,NA
HICORN,2017-08-16,2,G10,L,890,PEMA,A,M,T,N,18,78,64,pretty fur and bristly tail; but short tail,NA
HICORN,2017-08-16,2,G9,S,895,PEMA,A,M,T,Y,19,80,70,very scrotal,NA
HICORN,2017-08-16,2,G3,S,877,PEMA,A,M,T,N,15,83,71,NA,NA
HICORN,2017-08-16,2,F1,L,466,PEMA,A,F,P,N,21,77,74,too pregnant to jump,NA
HICORN,2017-08-16,2,E8,L,967,PEMA,A,F,P,Y,19,82,70,NA,NA
HICORN,2017-08-16,2,E4,L,979,PEMA,A,F,P,Y,26,79,71,might give birth tomorrow,NA
HICORN,2017-08-16,2,E1,S,997,PEMA,A,M,T,Y,22,89,85,old mouse,NA
HICORN,2017-08-16,2,A1,S,744,PEMA,A,M,T,N,13,65,60,possible recap? Hole in ear,NA
HICORN,2017-08-16,2,A2,L,743993,PEMA,A,M,T,N,18,92,65,NA,NA
HICORN,2017-08-16,2,A3,S,981,PEMA,A,F,P,Y,20,73,65,NA,NA
HICORN,2017-08-16,2,A4,L,989,PEMA,A,M,T,Y,21,94,67,NA,NA
HICORN,2017-08-16,2,A6,L,977,PEMA,A,M,T,N,18,86,74,NA,NA
HICORN,2017-08-16,2,A7,S,888,PEMA,A,M,T,N,18,72,70,NA,NA
HICORN,2017-08-16,2,A8,L,954,PEMA,A,F,P,N,16,73,71,NA,NA
HICORN,2017-08-16,2,B9,L,982,PEMA,A,M,T,Y,14,80,68,NA,NA
HICORN,2017-08-16,2,B7,L,972,PEMA,A,F,P,N,21,81,71,NA,NA
HICORN,2017-08-16,2,B5,L,962,PEMA,A,M,T,Y,11,70,65,NA,NA
HICORN,2017-08-16,2,B4,S,970,PEMA,A,F,P,Y,19,80,60,NA,NA
HICORN,2017-08-16,2,B2,S,992,PEMA,A,M,T,Y,14,72,68,NA,NA
HICORN,2017-08-16,2,C2,L,964,PEMA,A,F,N,N,15,80,66,NA,NA
HICORN,2017-08-16,2,C3,S,879,PEMA,S,F,N,N,14,69,58,NA,NA
HICORN,2017-08-16,2,C8,L,885,PEMA,A,F,P,Y,17,90,70,NA,NA
HICORN,2017-08-16,2,C9,S,050,PEMA,A,F,P,Y,16,78,66,NA,NA
HICORN,2017-08-16,2,D7,L,978,PEMA,A,M,T,Y,12,79,70,NA,NA
HICORN,2017-08-16,2,D1,L,960,PEMA,A,M,T,Y,NA,76,73,escaped,NA
HICORN,2017-08-17,3,A1,S,743993,PEMA,A,M,T,Y,18,84,69,bad left tag; tagged right ear,NA
HICORN,2017-08-17,3,A2,L,989,PEMA,A,M,T,Y,21,84,71,NA,NA
HICORN,2017-08-17,3,A3,S,981,PEMA,A,F,P,Y,18,84,68,not doing great (heat stroke and/or spinal injury); later died,KING-163
HICORN,2017-08-17,3,A4,L,968,PEMA,S,F,N,N,8,60,55,tiny grey mouse,NA
HICORN,2017-08-17,3,A6,L,977,PEMA,A,M,T,Y,17,80,73,NA,NA
HICORN,2017-08-17,3,A8,L,888,PEMA,A,M,T,Y,17,80,72,NA,NA
HICORN,2017-08-17,3,A10,L,982,PEMA,A,M,T,Y,19,80,71,NA,NA
HICORN,2017-08-17,3,B6,S,955,PEMA,A,F,P,N,14,74,66,NA,NA
HICORN,2017-08-17,3,B5,L,962,PEMA,A,M,T,Y,15,81,68,NA,NA
HICORN,2017-08-17,3,B4,S,744,PEMA,A,M,T,Y,15,79,65,huge testicles,NA
HICORN,2017-08-17,3,C2,L,970,PEMA,A,F,P,Y,15,80,70,NA,NA
HICORN,2017-08-17,3,C6,L,959,PEMA,A,M,T,Y,17,85,63,maybe regressed,NA
HICORN,2017-08-17,3,D7,L,978,PEMA,A,M,T,Y,15,75,71,NA,NA
HICORN,2017-08-17,3,D5,L,972,PEMA,A,F,P,Y,25,82,73,NA,NA
HICORN,2017-08-17,3,D1,L,964,PEMA,A,F,P,Y,15,77,64,early pregnancy,NA
HICORN,2017-08-17,3,E1,S,997,PEMA,A,M,T,Y,19,90,85,NA,NA
HICORN,2017-08-17,3,E2,L,992,PEMA,A,M,T,Y,14,71,66,slightly grey pelage,NA
HICORN,2017-08-17,3,E4,L,899,PEMA,A,M,T,Y,19,81,64,NA,NA
HICORN,2017-08-17,3,E8,L,967,PEMA,A,F,P,Y,18,83,71,NA,NA
HICORN,2017-08-17,3,F6,S,877,PEMA,A,M,T,Y,NA,78,69,dead on arrival,KING-167
HICORN,2017-08-17,3,F5,L,983,PEMA,A,F,P,N,11,65,59,SA pelage but red vulva,NA
HICORN,2017-08-17,3,F3,L,994,PEMA,A,F,P,N,17,80,74,NA,NA
HICORN,2017-08-17,3,H5,L,KING-166,PEMA,A,F,P,N,16,84,72,heatstroke - died after care,KING-166
HICORN,2017-08-17,3,F1,L,980,PEMA,A,M,T,N,22,87,72,NA,NA
HICORN,2017-08-17,3,G1,S,884,PEMA,A,M,T,Y,15,75,65,NA,NA
HICORN,2017-08-17,3,G3,S,979,PEMA,A,F,P,Y,29,82,71,NA,NA
HICORN,2017-08-17,3,J1,L,969732,PEMA,A,F,P,N,14,71,68,messed up left ear tag,NA
HICORN,2017-08-17,3,J2,S,381,PEMA,A,NA,NA,Y,16,83,65,NA,NA
HICORN,2017-08-17,3,J5,L,726,PEMA,A,F,P,Y,23,83,79,NA,NA
HICORN,2017-08-17,3,J6,S,291,PEMA,A,M,T,Y,21,90,80,NA,NA
HICORN,2017-08-17,3,J7,L,733,PEMA,A,F,P,N,26,91,80,NA,NA
HICORN,2017-08-17,3,J9,L,749013,PEMA,A,F,P,Y,22,83,75,2 tags,NA
HICORN,2017-08-17,3,I10,L,750269,PEMA,A,F,P,Y,17,88,71,2 tags,NA
HICORN,2017-08-17,3,I4,L,730988,PEMA,A,M,T,Y,17,78,65,2 tags,NA
HICORN,2017-08-17,3,I3,S,986,PEMA,A,F,P,Y,16,80,69,NA,NA
HICORN,2017-08-17,3,I2,L,000,PEMA,A,M,T,N,10,78,66,NA,NA
HICORN,2017-08-17,3,I1,S,179,PEMA,S,F,N,Y,9,67,64,NA,NA
HICORN,2017-08-17,3,H1,L,746,PEMA,A,M,T,Y,19,81,66,tag may say 756; illegible,NA
HICORN,2017-08-17,3,H2,S,747,PEMA,A,M,T,Y,10,79,68,NA,NA
HICORN,2017-08-17,3,H3,L,966,PEMA,A,F,P,Y,17,90,70,NA,NA
HICORN,2017-08-17,3,H4,S,181,PEMA,A,F,P,N,22,93,70,NA,NA
HICORN,2017-08-17,3,G10,L,895,PEMA,A,M,T,Y,14,83,69,NA,NA
HICORN,2017-08-17,3,G9,S,953,PEMA,A,M,T,Y,12,79,72,NA,NA
HICORN,2017-08-17,3,G7,S,958,PEMA,A,M,T,Y,11,71,66,NA,NA
HICORN,2017-08-17,3,G4,L,728,PEMA,A,F,P,N,10,72,56,NA,NA
HICOWS,2017-08-23,1,A8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,A9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,A10,S,202,PEBO,S,F,N,N,18,82,96,NA,NA
HICOWS,2017-08-23,1,B9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,B8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,C4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,C7,L,088,PEMA,A,NA,NA,N,18,65,76,NA,NA
HICOWS,2017-08-23,1,C8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,D9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,D7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,D6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,E1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,F2,L,485,PEMA,A,F,P,N,14,71,69,NA,NA
HICOWS,2017-08-23,1,F5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,F3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,H8,L,425,PEMA,S,M,N,N,12,55,61,NA,NA
HICOWS,2017-08-23,1,G9,L,407,PEMA,A,F,P,N,19,71,72,NA,NA
HICOWS,2017-08-23,1,I5,L,483,PEMA,A,M,T,N,15,66,69,NA,NA
HICOWS,2017-08-23,1,J4,S,860,PEMA,A,F,P,N,18,71,65,NA,NA
HICOWS,2017-08-23,1,J5,S,411,PEMA,A,F,P,N,24,82,77,NA,NA
HICOWS,2017-08-23,1,D5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-23,1,D3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-24,2,J4,S,121,PEMA,A,M,T,N,15,72,65,NA,NA
HICOWS,2017-08-24,2,J5,S,860,PEMA,A,F,P,Y,19,71,66,NA,NA
HICOWS,2017-08-24,2,I4,S,485,PEMA,A,F,P,Y,13,72,71,NA,NA
HICOWS,2017-08-24,2,I8,S,407,PEMA,A,F,P,Y,19,71,76,NA,NA
HICOWS,2017-08-24,2,J8,S,411,PEMA,A,F,P,Y,20,82,78,NA,NA
HICOWS,2017-08-24,2,H5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-24,2,H8,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-24,2,F2,L,483,PEMA,A,M,T,Y,16,82,69,measurements good,NA
HICOWS,2017-08-24,2,F8,L,085,PEMA,A,M,T,N,20,75,70,NA,NA
HICOWS,2017-08-24,2,C4,S,102,PEMA,A,M,T,N,19,81,71,NA,NA
HICOWS,2017-08-24,2,C5,L,088,PEMA,A,NA,NA,Y,17,83,79,NA,NA
HICOWS,2017-08-24,2,B1,S,481,PEMA,A,F,P,N,25,85,73,NA,NA
HICOWS,2017-08-24,2,B3,S,350,PEBO,A,M,N,N,22,79,95,NA,NA
HICOWS,2017-08-24,2,B2,L,482,PEMA,A,M,N,N,14,69,62,NA,NA
HICOWS,2017-08-25,3,J10,S,411,PEMA,A,F,P,Y,18,75,72,NA,NA
HICOWS,2017-08-25,3,J5,S,407,PEMA,A,F,P,Y,16,76,71,NA,NA
HICOWS,2017-08-25,3,G1,L,485,PEMA,A,F,P,Y,15,72,66,small; grey,NA
HICOWS,2017-08-25,3,F1,S,NA,SPRU,A,M,T,Y,11,NA,NA,escaped; mouse,NA
HICOWS,2017-08-25,3,J3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,bad trap,NA
HICOWS,2017-08-25,3,D4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,2017-08-25,3,B3,S,481,PEMA,A,F,P,Y,25,81,65,NA,NA
HICOWS,2017-08-25,3,A4,S,651,PEMA,A,M,T,N,18,88,62,part of tail cut off; possibly PEBO,NA
HICOWS,2017-08-25,3,C7,L,102,PEMA,A,M,T,Y,18,76,71,NA,NA
HICOWS,2017-08-25,3,C9,L,057,PETR,A,F,P,N,18,84,87,NA,NA
HIDODD,2017-07-25,1,F10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,Beetles,NA
HIDODD,2017-07-25,1,G10,S,463,NESE,A,M,T,N,80,NA,NA,very red sides,NA
HIDODD,2017-07-25,1,J10,L,253,PEMA,A,F,P,N,16,75,63,NA,NA
HIDODD,2017-07-25,1,I9,S,266,PEMA,S,NA,NA,N,13,60,64,NA,NA
HIDODD,2017-07-25,1,D9,S,471,PEMA,A,M,T,N,21,75,67,NA,NA
HIDODD,2017-07-25,1,C9,L,251,PEMA,A,M,T,N,26,80,75,left ear damaged; tagged right ear only (later tagged 251),NA
HIDODD,2017-07-25,1,B9,S,NA,SPRU,A,NA,NA,N,NA,NA,NA,escaped,NA
HIDODD,2017-07-25,1,A9,L,461,PEMA,A,F,P,N,15,75,66,NA,NA
HIDODD,2017-07-25,1,D8,L,270,PEMA,A,M,T,N,27,75,68,NA,NA
HIDODD,2017-07-25,1,G8,S,271,PEMA,A,M,T,N,24,80,85,smooth incisors,NA
HIDODD,2017-07-25,1,J8,L,NA,SPRU,NA,NA,NA,N,NA,NA,NA,escaped,NA
