site,severity,date,trap,indID,species,binomial,binomial_short,family,age,recap,weight,comments
GRNCAR,unb,2017-09-07,J9,842,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
GRNCAR,unb,2017-09-07,J3,761,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
GRNCAR,unb,2017-09-07,J6,830,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,24,NA
GRNCAR,unb,2017-09-07,B2,850,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,19,NA
GRNCAR,unb,2017-09-07,J1,759,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNDAM,unb,2017-08-31,A1,CLIP-3,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,4,NA
GRNDAM,unb,2017-08-31,A3,991,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,S,N,155,NA
GRNDAM,unb,2017-08-31,A6,987,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
GRNDAM,unb,2017-08-31,A10,995,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNDAM,unb,2017-08-31,B10,963,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,bald patch
GRNDAM,unb,2017-08-31,C1,990,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
GRNDAM,unb,2017-08-31,G10,839,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,13,NA
GRNDAM,unb,2017-08-31,E3,965,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,12,NA
GRNDAM,unb,2017-08-31,E8,893,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
GRNDAM,unb,2017-08-31,F9,886,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNDAM,unb,2017-08-31,I1,838,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
GRNDAM,unb,2017-08-31,G1,183,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNHOU,unb,2017-07-27,J6,CLIP-6,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,5,shrew
GRNHOU,unb,2017-07-27,J9,114,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,N,17,gray with yellow flanks; escaped
GRNHOU,unb,2017-07-27,I2,117,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,12,escaped
GRNHOU,unb,2017-07-27,H4,DAY3-1,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,NA,N,NA,escaped
GRNHOU,unb,2017-07-27,H8,421,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,13,NA
GRNHOU,unb,2017-07-27,G1,193,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,yellow flanks
GRNHOU,unb,2017-07-27,A1,025,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,13,very small
GRNHOU,unb,2017-07-27,A2,185,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,N,27,hind foot = 20mm; ear = 18mm; hairy tail
GRNHOU,unb,2017-07-27,A3,177,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,Y,84,NA
GRNHOU,unb,2017-07-27,A8,DAY3-2,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,6,NA
GRNHOU,unb,2017-07-27,A9,004,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,Y,90,NA
GRNHOU,unb,2017-07-27,D4,180,GLSA,Glaucomys sabrinus,G. sabrinus,Sciuridae,A,Y,98,NA
GRNHOU,unb,2017-07-27,C8,402,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,11,NA
GRNHOU,unb,2017-07-27,E5,045,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,12,NA
GRNHOU,unb,2017-07-27,D6,042,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNKAN,unb,2017-08-03,C10,496,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,NA
GRNKAN,unb,2017-08-03,E1,492,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,N,18,NA
GRNKAN,unb,2017-08-03,F1,292,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
GRNKAN,unb,2017-08-03,F9,393,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,NA
GRNKAN,unb,2017-08-03,I4,377,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,Y,18,NA
GRNKAN,unb,2017-08-03,H7,405,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,N,16,NA
GRNKAN,unb,2017-08-03,H10,488,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,PEBO or REME
GRNMAS,unb,2017-08-17,C10,KING-096,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,6,died; possibly testicular (stinky)
GRNMAS,unb,2017-08-17,I2,752,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
GRNMAS,unb,2017-08-17,H2,753,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,17,NA
GRNMAS,unb,2017-08-17,G5,829,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,10,NA
GRNMAS,unb,2017-08-17,F5,280,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,17,NA
GRNMAS,unb,2017-08-17,E3,662,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,15,very still
GRNMAS,unb,2017-08-17,J1,KING-076,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,NA,kind of smelly
GRNMAS,unb,2017-08-17,B8,657,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,15,NA
GRNMAS,unb,2017-08-17,B4,673,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNMAS,unb,2017-08-17,D8,803,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,Y,16,NA
GRNMAS,unb,2017-08-17,F10,755,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,13,NA
GRNMAS,unb,2017-08-17,E2,664,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,A4,238,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,NA
GRNQUA,unb,2017-08-10,B4,086,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,B2,339,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,huge ears
GRNQUA,unb,2017-08-10,C10,KING-079,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,NA,dead; looks like recap; maybe from GRNSNO?
GRNQUA,unb,2017-08-10,C1,314,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,NA
GRNQUA,unb,2017-08-10,D2,290,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,NA
GRNQUA,unb,2017-08-10,D3,211,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
GRNQUA,unb,2017-08-10,F2,KING-003,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,5,dead
GRNQUA,unb,2017-08-10,F9,282,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,G10,080,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,23,NA
GRNQUA,unb,2017-08-10,G6,378,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
GRNQUA,unb,2017-08-10,J1,704,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,22,could be recap; had holes in left ear where tag would be
GRNQUA,unb,2017-08-10,J9,448,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
GRNQUA,unb,2017-08-10,H9,169,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,22,NA
GRNQUA,unb,2017-08-10,H6,289,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,I2,214,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,NA
GRNQUA,unb,2017-08-10,G1,243,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,dead in trap; no fluff and trap in shaded area --> hypothermia? Could possibly not have been checked yesterday. Hard to stretch body to measure body length.
GRNQUA,unb,2017-08-10,G3,317,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,24,NA
GRNSNO,unb,2017-07-20,B3,391,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,C2,011,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-20,C7,338,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,G2,197,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
GRNSNO,unb,2017-07-20,F2,388,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-20,F1,184,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNSNO,unb,2017-07-20,J1,332,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,J3,327,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
GRNSNO,unb,2017-07-20,J8,182,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-20,J10,281,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,18,NA
GRNSNO,unb,2017-07-20,I8,191,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNSNO,unb,2017-07-20,I2,348,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,11,NA
GRNSNO,unb,2017-07-20,H4,489,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-20,H6,295,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,15,NA
GRNSNO,unb,2017-07-20,G7,296,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
GRNTUR,unb,2017-07-13,C9,355,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,J8,215,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,H1,487,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,H7,224,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,11,NA
GRNTUR,unb,2017-07-13,G6,218,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,17,NA
GRNWOO,unb,2017-07-06,A2,155,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,no tail
GRNWOO,unb,2017-07-06,A6,436,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,Y,18,chewed off end of tail?
GRNWOO,unb,2017-07-06,C6,468,PEBO,Peromyscus boylii,P. boylii,Cricetidae,S,N,12,NA
GRNWOO,unb,2017-07-06,J1,473,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,N,7,NA
GRNWOO,unb,2017-07-06,J7,DAY3-3,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,1,given pedialyte
GRNWOO,unb,2017-07-06,E2,167,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,14,NA
GRNWOO,unb,2017-07-06,J9,154,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
GRNWOO,unb,2017-07-06,E1,168,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,Y,210,NA
HIBADR,high,2017-08-31,A1,735,NESE,Neotamias senex,N. senex,Sciuridae,S,Y,66,NA
HIBADR,high,2017-08-31,I2,996,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,13,NA
HIBADR,high,2017-08-31,E2,KING-121,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,NA,mort
HIBADR,high,2017-08-31,C2,807,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,NA,mort
HIBADR,high,2017-08-31,A2,757,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,22,NA
HIBADR,high,2017-08-31,J3,971,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,15,NA
HIBADR,high,2017-08-31,G4,771,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,NA,mort
HIBADR,high,2017-08-31,B5,739,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
HIBADR,high,2017-08-31,J10,887,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HIBADR,high,2017-08-31,D10,773,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,12,NA
HIBADR,high,2017-08-31,C10,756,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,12,NA
HIBADR,high,2017-08-31,A9,825,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
HIBADR,high,2017-08-31,E9,900,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,NA
HIBADR,high,2017-08-31,I9,818,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,A,N,457,claws ripped off
HIBADR,high,2017-08-31,D8,768,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,S,Y,287,NA
HIBADR,high,2017-08-31,E6,767,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,S,Y,293,NA
HICAMP,high,2017-06-29,I10,454452,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
HICAMP,high,2017-06-29,E8,144279,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,15,NA
HICAMP,high,2017-06-29,H1,360126,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,very brown; dorsal stripe on tail; escaped
HICAMP,high,2017-06-29,B3,297,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,A,N,699,NA
HICAMP,high,2017-06-29,J4,129373,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,16,NA
HICAMP,high,2017-06-29,F2,300399,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,Y,18,NA
HICAMP,high,2017-06-29,H3,111119,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,NA
HICAMP,high,2017-06-29,B7,108125,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,16,ear 12 mm
HICORN,high,2017-08-17,A1,743993,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,bad left tag; tagged right ear
HICORN,high,2017-08-17,A2,989,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
HICORN,high,2017-08-17,A3,981,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,not doing great (heat stroke and/or spinal injury); later died
HICORN,high,2017-08-17,A4,968,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,8,tiny grey mouse
HICORN,high,2017-08-17,A6,977,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,A8,888,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,A10,982,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,B6,955,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,14,NA
HICORN,high,2017-08-17,B5,962,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,B4,744,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,huge testicles
HICORN,high,2017-08-17,C2,970,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,C6,959,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,maybe regressed
HICORN,high,2017-08-17,D7,978,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,D5,972,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,25,NA
HICORN,high,2017-08-17,D1,964,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,early pregnancy
HICORN,high,2017-08-17,E1,997,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,E2,992,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,slightly grey pelage
HICORN,high,2017-08-17,E4,899,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,E8,967,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HICORN,high,2017-08-17,F6,877,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,NA,dead on arrival
HICORN,high,2017-08-17,F5,983,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,11,SA pelage but red vulva
HICORN,high,2017-08-17,F3,994,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,17,NA
HICORN,high,2017-08-17,H5,KING-166,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,16,heatstroke - died after care
HICORN,high,2017-08-17,F1,980,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,22,NA
HICORN,high,2017-08-17,G1,884,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,G3,979,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,29,NA
HICORN,high,2017-08-17,J1,969732,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,14,messed up left ear tag
HICORN,high,2017-08-17,J2,381,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
HICORN,high,2017-08-17,J5,726,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,23,NA
HICORN,high,2017-08-17,J6,291,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
HICORN,high,2017-08-17,J7,733,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,26,NA
HICORN,high,2017-08-17,J9,749013,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,22,2 tags
HICORN,high,2017-08-17,I10,750269,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,2 tags
HICORN,high,2017-08-17,I4,730988,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,2 tags
HICORN,high,2017-08-17,I3,986,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
HICORN,high,2017-08-17,I2,000,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,10,NA
HICORN,high,2017-08-17,I1,179,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,9,NA
HICORN,high,2017-08-17,H1,746,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,tag may say 756; illegible
HICORN,high,2017-08-17,H2,747,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,10,NA
HICORN,high,2017-08-17,H3,966,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,H4,181,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,22,NA
HICORN,high,2017-08-17,G10,895,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
HICORN,high,2017-08-17,G9,953,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,12,NA
HICORN,high,2017-08-17,G7,958,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,11,NA
HICORN,high,2017-08-17,G4,728,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,10,NA
HICOWS,high,2017-08-25,J10,411,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HICOWS,high,2017-08-25,J5,407,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
HICOWS,high,2017-08-25,G1,485,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,small; grey
HICOWS,high,2017-08-25,B3,481,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,25,NA
HICOWS,high,2017-08-25,A4,651,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,part of tail cut off; possibly PEBO
HICOWS,high,2017-08-25,C7,102,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HICOWS,high,2017-08-25,C9,057,PETR,Peromyscus truei,P. truei,Cricetidae,A,N,18,NA
HIDODD,high,2017-07-27,B7,251,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,right tag
HIDODD,high,2017-07-27,A7,475,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-27,A8,461,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-27,E10,265,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HIDODD,high,2017-07-27,I9,469,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,24,NA
HIDODD,high,2017-07-27,H9,271,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
HIDODD,high,2017-07-27,G9,371,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,25,NA
